F1 ,F2,F3,F4,F5,F6,F7,F8,F9,Class
601,85,5,24,63,51,60,15,122,Abnormal
672,85,5,24,63,51,60,15,122,Abnormal
603,83,5,32,67,45,62,11,122,Abnormal
674,83,5,32,67,45,62,11,122,Abnormal
601,81,5,29,67,46,60,11,122,Abnormal
672,81,5,29,67,46,60,11,122,Abnormal
599,79,5,28,67,46,59,10,122,Abnormal
670,79,5,28,67,46,59,10,122,Abnormal
582,57,1,31,72,18,34,13,122,Abnormal
653,57,1,31,72,18,34,13,122,Abnormal
540,24,1,19,63,8,12,2,122,Abnormal
611,24,1,19,63,8,12,2,122,Abnormal
566,51,3,21,62,29,35,6,122,Abnormal
637,51,3,21,62,29,35,6,122,Abnormal
569,54,3,20,62,32,37,7,122,Abnormal
640,54,3,20,62,32,37,7,122,Abnormal
517,10,1,15,55,0,0,0,126,Abnormal
525,10,1,15,63,0,0,0,122,Abnormal
844,326,13,89,65,201,275,41,122,Abnormal
916,326,13,89,65,201,275,41,122,Abnormal
802,284,13,81,65,171,237,37,122,Abnormal
874,284,13,81,65,171,237,37,122,Abnormal
785,267,13,58,65,178,221,36,122,Abnormal
857,267,13,58,65,178,221,36,122,Abnormal
784,266,13,57,65,179,221,35,122,Abnormal
856,266,13,57,65,179,221,35,122,Abnormal
548,32,1,19,63,15,19,3,122,Abnormal
619,32,1,19,63,15,19,3,122,Abnormal
544,28,1,16,63,15,16,2,122,Abnormal
615,28,1,16,63,15,16,2,122,Abnormal
527,10,1,15,65,0,0,0,122,Abnormal
506,10,1,15,44,0,0,0,122,Abnormal
786,269,13,51,64,186,222,37,122,Abnormal
858,269,13,51,64,186,222,37,122,Abnormal
784,267,13,50,64,186,221,36,122,Abnormal
856,267,13,50,64,186,221,36,122,Abnormal
519,10,1,15,57,0,0,0,122,Abnormal
543,10,1,15,81,0,0,0,122,Abnormal
510,10,1,15,48,0,0,0,122,Abnormal
519,10,1,15,57,0,0,0,122,Abnormal
503,10,1,15,41,0,0,0,122,Abnormal
601,85,5,24,63,52,61,14,122,Abnormal
672,85,5,24,63,52,61,14,122,Abnormal
599,83,5,23,63,52,60,13,122,Abnormal
670,83,5,23,63,52,60,13,122,Abnormal
756,236,5,49,67,156,190,36,122,Abnormal
828,236,5,49,67,156,190,36,122,Abnormal
595,75,5,22,67,48,55,10,122,Abnormal
666,75,5,22,67,48,55,10,122,Abnormal
595,75,5,20,67,51,56,9,122,Abnormal
666,75,5,20,67,51,56,9,122,Abnormal
540,15,1,16,72,3,4,1,122,Abnormal
610,15,1,16,72,3,4,1,122,Abnormal
508,10,1,15,46,0,0,0,122,Abnormal
562,46,1,16,63,32,33,3,122,Abnormal
633,46,1,16,63,32,33,3,122,Abnormal
560,44,1,15,63,32,32,2,122,Abnormal
631,44,1,15,63,32,32,2,122,Abnormal
534,10,1,15,72,0,0,0,122,Abnormal
628,113,3,28,62,68,81,22,122,Abnormal
700,113,3,28,62,68,81,22,122,Abnormal
566,51,3,21,62,29,35,6,122,Abnormal
637,51,3,21,62,29,35,6,122,Abnormal
569,54,3,20,62,32,37,7,122,Abnormal
640,54,3,20,62,32,37,7,122,Abnormal
544,10,1,15,82,0,0,0,122,Abnormal
795,277,13,53,65,190,228,39,122,Abnormal
867,277,13,53,65,190,228,39,122,Abnormal
794,276,13,53,65,190,228,38,122,Abnormal
1468,27,1,16,65,14,15,2,122,Abnormal
527,10,1,15,65,0,0,0,122,Abnormal
525,10,1,15,63,0,0,0,126,Abnormal
517,10,1,15,55,0,0,0,122,Abnormal
554,10,1,15,92,0,0,0,122,Abnormal
558,10,1,15,96,0,0,0,122,Abnormal
841,324,13,64,64,221,270,44,122,Abnormal
913,324,13,64,64,221,270,44,122,Abnormal
865,348,13,90,64,205,280,58,122,Abnormal
937,348,13,90,64,205,280,58,122,Abnormal
792,275,13,51,64,193,229,36,122,Abnormal
864,275,13,51,64,193,229,36,122,Abnormal
790,273,13,50,64,194,229,34,122,Abnormal
862,273,13,50,64,194,229,34,122,Abnormal
524,10,1,15,62,0,0,0,122,Abnormal
535,10,1,15,73,0,0,0,122,Abnormal
525,10,1,15,63,0,0,0,122,Abnormal
519,10,1,15,57,0,0,0,122,Abnormal
536,10,1,15,74,0,0,0,126,Abnormal
537,10,1,15,75,0,0,0,122,Abnormal
643,127,5,37,63,66,88,29,122,Abnormal
715,127,5,37,63,66,88,29,122,Abnormal
600,84,5,23,63,52,60,14,122,Abnormal
671,84,5,23,63,52,60,14,122,Abnormal
598,82,5,22,63,52,59,13,122,Abnormal
669,82,5,22,63,52,59,13,122,Abnormal
600,80,5,25,67,50,60,10,122,Abnormal
671,80,5,25,67,50,60,10,122,Abnormal
609,89,5,23,67,60,68,11,122,Abnormal
680,89,5,23,67,60,68,11,122,Abnormal
593,73,5,19,67,49,53,10,122,Abnormal
664,73,5,19,67,49,53,10,122,Abnormal
596,76,5,21,67,51,57,9,122,Abnormal
667,76,5,21,67,51,57,9,122,Abnormal
561,36,1,27,72,6,18,8,122,Abnormal
632,36,1,27,72,6,18,8,122,Abnormal
559,34,1,17,72,17,19,5,122,Abnormal
630,34,1,17,72,17,19,5,122,Abnormal
540,15,1,16,72,3,4,1,122,Abnormal
610,15,1,16,72,3,4,1,122,Abnormal
562,46,1,16,63,32,33,3,122,Abnormal
633,46,1,16,63,32,33,3,122,Abnormal
560,44,1,15,63,32,32,2,122,Abnormal
631,44,1,15,63,32,32,2,122,Abnormal
573,58,3,24,62,31,40,8,122,Abnormal
644,58,3,24,62,31,40,8,122,Abnormal
559,44,3,23,62,20,28,6,122,Abnormal
630,44,3,23,62,20,28,6,122,Abnormal
571,56,3,21,62,32,38,8,122,Abnormal
642,56,3,21,62,32,38,8,122,Abnormal
569,54,3,20,62,32,37,7,122,Abnormal
640,54,3,20,62,32,37,7,122,Abnormal
897,379,13,98,65,221,304,65,122,Abnormal
969,379,13,98,65,221,304,65,122,Abnormal
823,305,13,59,65,207,251,44,122,Abnormal
895,305,13,59,65,207,251,44,122,Abnormal
814,296,13,58,65,202,245,41,122,Abnormal
886,296,13,58,65,202,245,41,122,Abnormal
544,28,1,16,63,15,16,2,122,Abnormal
615,28,1,16,63,15,16,2,122,Abnormal
549,10,1,15,87,0,0,0,122,Abnormal
539,10,1,15,77,0,0,0,122,Abnormal
519,10,1,15,57,0,0,0,122,Abnormal
544,10,1,15,82,0,0,0,122,Abnormal
773,256,13,53,64,171,209,37,122,Abnormal
845,256,13,53,64,171,209,37,122,Abnormal
770,253,13,52,64,172,209,34,122,Abnormal
842,253,13,52,64,172,209,34,122,Abnormal
517,10,1,15,55,0,0,0,122,Abnormal
519,10,1,15,57,0,0,0,122,Abnormal
665,149,5,56,63,75,116,23,122,Abnormal
737,149,5,56,63,75,116,23,122,Abnormal
596,80,5,23,63,48,56,14,122,Abnormal
667,80,5,23,63,48,56,14,122,Abnormal
547,10,1,15,85,0,0,0,122,Abnormal
610,90,5,31,67,48,64,16,122,Abnormal
681,90,5,31,67,48,64,16,122,Abnormal
601,81,5,24,67,50,59,12,122,Abnormal
672,81,5,24,67,50,59,12,122,Abnormal
589,69,5,20,67,45,50,9,122,Abnormal
660,69,5,20,67,45,50,9,122,Abnormal
553,10,1,15,91,0,0,0,122,Abnormal
603,78,1,44,72,20,49,19,122,Abnormal
674,78,1,44,72,20,49,19,122,Abnormal
648,123,1,61,72,52,98,15,122,Abnormal
720,123,1,61,72,52,98,15,122,Abnormal
540,15,1,16,72,3,4,1,122,Abnormal
610,15,1,16,72,3,4,1,122,Abnormal
539,10,1,15,77,0,0,0,122,Abnormal
613,97,1,37,63,48,70,17,122,Abnormal
684,97,1,37,63,48,70,17,122,Abnormal
560,44,1,15,63,32,32,2,122,Abnormal
631,44,1,15,63,32,32,2,122,Abnormal
1152,10,1,15,68,0,0,0,122,Abnormal
571,56,3,21,62,32,38,8,122,Abnormal
642,56,3,21,62,32,38,8,122,Abnormal
564,49,3,20,62,29,34,5,122,Abnormal
635,49,3,20,62,29,34,5,122,Abnormal
502,10,1,15,40,0,0,0,122,Abnormal
784,266,13,54,65,182,221,35,122,Abnormal
856,266,13,54,65,182,221,35,122,Abnormal
785,267,13,55,65,182,222,35,122,Abnormal
857,267,13,55,65,182,222,35,122,Abnormal
544,28,1,16,63,15,16,2,122,Abnormal
615,28,1,16,63,15,16,2,122,Abnormal
539,10,1,15,77,0,0,0,122,Abnormal
516,10,1,15,54,0,0,0,122,Abnormal
544,10,1,15,82,0,0,0,122,Abnormal
502,10,1,15,40,0,0,0,122,Abnormal
549,10,1,15,87,0,0,0,122,Abnormal
764,247,13,61,64,155,201,36,122,Abnormal
836,247,13,61,64,155,201,36,122,Abnormal
799,282,13,62,64,186,233,39,122,Abnormal
871,282,13,62,64,186,233,39,122,Abnormal
786,269,13,60,64,177,222,37,122,Abnormal
858,269,13,60,64,177,222,37,122,Abnormal
554,10,1,15,92,0,0,0,122,Abnormal
530,10,1,15,68,0,0,0,122,Abnormal
507,10,1,15,45,0,0,0,122,Abnormal
586,70,5,23,63,39,47,13,122,Abnormal
657,70,5,23,63,39,47,13,122,Abnormal
597,81,5,24,63,48,57,14,122,Abnormal
668,81,5,24,63,48,57,14,122,Abnormal
594,78,5,22,63,48,55,13,122,Abnormal
665,78,5,22,63,48,55,13,122,Abnormal
596,76,5,18,67,53,56,10,122,Abnormal
667,76,5,18,67,53,56,10,122,Abnormal
589,69,5,16,67,49,50,9,122,Abnormal
1257,14,1,16,67,2,3,1,122,Abnormal
561,36,1,27,72,6,18,8,122,Abnormal
632,36,1,27,72,6,18,8,122,Abnormal
517,10,1,15,55,0,0,0,122,Abnormal
538,10,1,15,76,0,0,0,122,Abnormal
560,44,1,15,63,32,32,2,122,Abnormal
631,44,1,15,63,32,32,2,122,Abnormal
566,51,3,21,62,29,35,6,122,Abnormal
637,51,3,21,62,29,35,6,122,Abnormal
782,264,13,55,65,179,219,35,122,Abnormal
854,264,13,55,65,179,219,35,122,Abnormal
783,265,13,54,65,181,220,35,122,Abnormal
855,265,13,54,65,181,220,35,122,Abnormal
544,28,1,16,63,15,16,2,122,Abnormal
615,28,1,16,63,15,16,2,122,Abnormal
527,10,1,15,65,0,0,0,122,Abnormal
548,10,1,15,86,0,0,0,122,Abnormal
847,330,13,97,64,191,273,47,122,Abnormal
919,330,13,97,64,191,273,47,122,Abnormal
766,249,13,57,64,158,200,39,122,Abnormal
838,249,13,57,64,158,200,39,122,Abnormal
764,247,13,56,64,160,201,36,122,Abnormal
836,247,13,56,64,160,201,36,122,Abnormal
772,255,13,56,64,166,207,38,122,Abnormal
844,255,13,56,64,166,207,38,122,Abnormal
538,10,1,15,76,0,0,0,122,Abnormal
520,10,1,15,58,0,0,0,122,Abnormal
671,155,5,47,63,90,122,23,122,Abnormal
743,155,5,47,63,90,122,23,122,Abnormal
596,80,5,23,63,48,56,14,122,Abnormal
667,80,5,23,63,48,56,14,122,Abnormal
598,78,5,22,67,49,56,12,122,Abnormal
669,78,5,22,67,49,56,12,122,Abnormal
592,72,5,17,67,50,52,10,122,Abnormal
663,72,5,17,67,50,52,10,122,Abnormal
554,10,1,15,92,0,0,0,122,Abnormal
540,15,1,16,72,3,4,1,122,Abnormal
610,15,1,16,72,3,4,1,122,Abnormal
503,10,1,15,41,0,0,0,122,Abnormal
540,24,1,19,63,8,12,2,122,Abnormal
611,24,1,19,63,8,12,2,122,Abnormal
560,44,1,15,63,32,32,2,122,Abnormal
631,44,1,15,63,32,32,2,122,Abnormal
526,10,1,15,64,0,0,0,122,Abnormal
566,51,3,21,62,29,35,6,122,Abnormal
637,51,3,21,62,29,35,6,122,Abnormal
564,49,3,20,62,29,34,5,122,Abnormal
635,49,3,20,62,29,34,5,122,Abnormal
542,10,1,15,80,0,0,0,122,Abnormal
774,256,13,59,65,164,208,38,122,Abnormal
846,256,13,59,65,164,208,38,122,Abnormal
784,266,13,60,65,171,216,40,122,Abnormal
856,266,13,60,65,171,216,40,122,Abnormal
783,265,13,55,65,177,217,38,122,Abnormal
855,265,13,55,65,177,217,38,122,Abnormal
544,28,1,16,63,15,16,2,122,Abnormal
615,28,1,16,63,15,16,2,122,Abnormal
529,10,1,15,67,0,0,0,122,Abnormal
517,10,1,15,55,0,0,0,122,Abnormal
513,10,1,15,51,0,0,0,122,Abnormal
777,260,13,43,64,182,210,40,122,Abnormal
849,260,13,43,64,182,210,40,122,Abnormal
786,269,13,54,64,182,221,38,122,Abnormal
858,269,13,54,64,182,221,38,122,Abnormal
778,261,13,52,64,178,215,36,122,Abnormal
850,261,13,52,64,178,215,36,122,Abnormal
545,10,1,15,83,0,0,0,126,Abnormal
539,10,1,15,77,0,0,0,122,Abnormal
530,10,1,15,68,0,0,0,122,Abnormal
534,10,1,15,72,0,0,0,122,Abnormal
503,10,1,15,41,0,0,0,122,Abnormal
525,10,1,15,63,0,0,0,122,Abnormal
516,10,1,15,54,0,0,0,122,Abnormal
537,10,1,15,75,0,0,0,122,Abnormal
645,129,5,36,63,75,96,23,122,Abnormal
717,129,5,36,63,75,96,23,122,Abnormal
677,161,5,48,63,93,126,25,122,Abnormal
749,161,5,48,63,93,126,25,122,Abnormal
597,81,5,24,63,48,57,14,122,Abnormal
668,81,5,24,63,48,57,14,122,Abnormal
594,78,5,22,63,48,55,13,122,Abnormal
665,78,5,22,63,48,55,13,122,Abnormal
600,80,5,22,67,51,58,12,122,Abnormal
671,80,5,22,67,51,58,12,122,Abnormal
589,69,5,20,67,45,50,9,122,Abnormal
660,69,5,20,67,45,50,9,122,Abnormal
1150,10,1,15,91,0,0,0,122,Abnormal
555,30,1,23,72,7,15,5,122,Abnormal
626,30,1,23,72,7,15,5,122,Abnormal
540,15,1,16,72,3,4,1,122,Abnormal
610,15,1,16,72,3,4,1,122,Abnormal
560,44,1,15,63,32,32,2,122,Abnormal
631,44,1,15,63,32,32,2,122,Abnormal
531,10,1,15,69,0,0,0,126,Abnormal
571,56,3,21,62,32,38,8,122,Abnormal
642,56,3,21,62,32,38,8,122,Abnormal
784,266,13,52,65,180,217,39,122,Abnormal
856,266,13,52,65,180,217,39,122,Abnormal
774,256,13,50,65,175,210,36,122,Abnormal
846,256,13,50,65,175,210,36,122,Abnormal
584,68,1,30,63,30,45,13,122,Abnormal
655,68,1,30,63,30,45,13,122,Abnormal
544,28,1,16,63,15,16,2,122,Abnormal
615,28,1,16,63,15,16,2,122,Abnormal
528,10,1,15,66,0,0,0,122,Abnormal
519,10,1,15,57,0,0,0,122,Abnormal
772,255,13,60,64,161,206,39,122,Abnormal
844,255,13,60,64,161,206,39,122,Abnormal
776,259,13,60,64,166,211,38,122,Abnormal
848,259,13,60,64,166,211,38,122,Abnormal
777,260,13,59,64,168,212,38,122,Abnormal
849,260,13,59,64,168,212,38,122,Abnormal
544,10,1,15,82,0,0,0,122,Abnormal
502,10,1,15,40,0,0,0,122,Abnormal
528,10,1,15,66,0,0,0,122,Abnormal
525,10,1,15,63,0,0,0,122,Abnormal
539,10,1,15,77,0,0,0,122,Abnormal
675,159,5,47,63,94,126,23,122,Abnormal
747,159,5,47,63,94,126,23,122,Abnormal
607,87,5,18,67,62,65,12,122,Abnormal
678,87,5,18,67,62,65,12,122,Abnormal
595,75,5,18,67,50,53,12,122,Abnormal
666,75,5,18,67,50,53,12,122,Abnormal
591,71,5,16,67,50,51,10,122,Abnormal
662,71,5,16,67,50,51,10,122,Abnormal
517,10,1,15,55,0,0,0,122,Abnormal
542,17,1,17,72,3,5,2,122,Abnormal
612,17,1,17,72,3,5,2,122,Abnormal
604,79,1,30,72,32,47,22,122,Abnormal
675,79,1,30,72,32,47,22,122,Abnormal
540,15,1,16,72,3,4,1,122,Abnormal
610,15,1,16,72,3,4,1,122,Abnormal
538,10,1,15,76,0,0,0,122,Abnormal
603,87,1,31,63,47,63,14,122,Abnormal
674,87,1,31,63,47,63,14,122,Abnormal
560,44,1,15,63,32,32,2,122,Abnormal
631,44,1,15,63,32,32,2,122,Abnormal
522,10,1,15,60,0,0,0,122,Abnormal
550,10,1,15,88,0,0,0,122,Abnormal
621,106,3,35,62,50,70,26,122,Abnormal
692,106,3,35,62,50,70,26,122,Abnormal
566,51,3,21,62,29,35,6,122,Abnormal
637,51,3,21,62,29,35,6,122,Abnormal
1406,10,1,15,82,0,0,0,122,Abnormal
802,284,13,58,65,188,231,43,122,Abnormal
874,284,13,58,65,188,231,43,122,Abnormal
803,285,13,57,65,192,234,41,122,Abnormal
875,285,13,57,65,192,234,41,122,Abnormal
531,10,1,15,69,0,0,0,122,Abnormal
544,28,1,16,63,15,16,2,122,Abnormal
615,28,1,16,63,15,16,2,122,Abnormal
527,10,1,15,65,0,0,0,122,Abnormal
530,10,1,15,68,0,0,0,122,Abnormal
539,10,1,15,77,0,0,0,122,Abnormal
1342,825,13,445,64,237,667,148,122,Abnormal
1414,825,13,445,64,237,667,148,122,Abnormal
796,279,13,57,64,187,229,40,122,Abnormal
868,279,13,57,64,187,229,40,122,Abnormal
786,269,13,52,64,185,222,37,122,Abnormal
858,269,13,52,64,185,222,37,122,Abnormal
511,10,1,15,49,0,0,0,122,Abnormal
547,10,1,15,85,0,0,0,122,Abnormal
524,10,1,15,62,0,0,0,122,Abnormal
530,10,1,15,68,0,0,0,122,Abnormal
546,10,1,15,84,0,0,0,126,Abnormal
523,10,1,15,61,0,0,0,122,Abnormal
517,10,1,15,55,0,0,0,122,Abnormal
525,10,1,15,63,0,0,0,126,Abnormal
532,10,1,15,70,0,0,0,122,Abnormal
655,139,5,55,63,70,110,19,122,Abnormal
727,139,5,55,63,70,110,19,122,Abnormal
597,81,5,24,63,48,57,14,122,Abnormal
668,81,5,24,63,48,57,14,122,Abnormal
595,79,5,23,63,48,56,13,122,Abnormal
666,79,5,23,63,48,56,13,122,Abnormal
663,143,5,63,67,67,115,18,122,Abnormal
735,143,5,63,67,67,115,18,122,Abnormal
597,77,5,23,67,49,57,10,122,Abnormal
668,77,5,23,67,49,57,10,122,Abnormal
594,74,5,22,67,48,55,9,122,Abnormal
665,74,5,22,67,48,55,9,122,Abnormal
544,19,1,20,72,2,7,2,122,Abnormal
614,19,1,20,72,2,7,2,122,Abnormal
541,16,1,16,72,3,4,2,122,Abnormal
611,16,1,16,72,3,4,2,122,Abnormal
540,15,1,16,72,3,4,1,122,Abnormal
610,15,1,16,72,3,4,1,122,Abnormal
527,10,1,15,65,0,0,0,122,Abnormal
528,10,1,15,66,0,0,0,122,Abnormal
560,44,1,15,63,32,32,2,122,Abnormal
631,44,1,15,63,32,32,2,122,Abnormal
566,51,3,21,62,29,35,6,122,Abnormal
637,51,3,21,62,29,35,6,122,Abnormal
569,54,3,20,62,32,37,7,122,Abnormal
640,54,3,20,62,32,37,7,122,Abnormal
525,10,1,15,63,0,0,0,126,Abnormal
548,10,1,15,86,0,0,0,122,Abnormal
532,10,1,15,70,0,0,0,122,Abnormal
792,274,13,54,65,186,225,39,122,Abnormal
864,274,13,54,65,186,225,39,122,Abnormal
609,93,1,31,63,44,60,23,122,Abnormal
680,93,1,31,63,44,60,23,122,Abnormal
595,79,1,31,63,31,47,22,122,Abnormal
666,79,1,31,63,31,47,22,122,Abnormal
544,28,1,16,63,15,16,2,122,Abnormal
615,28,1,16,63,15,16,2,122,Abnormal
545,10,1,15,83,0,0,0,122,Abnormal
515,10,1,15,53,0,0,0,122,Abnormal
522,10,1,15,60,0,0,0,122,Abnormal
808,291,13,69,64,187,241,40,122,Abnormal
880,291,13,69,64,187,241,40,122,Abnormal
785,268,13,64,64,174,223,35,122,Abnormal
857,268,13,64,64,174,223,35,122,Abnormal
787,270,13,58,64,184,227,33,122,Abnormal
859,270,13,58,64,184,227,33,122,Abnormal
520,10,1,15,58,0,0,0,122,Abnormal
535,10,1,15,73,0,0,0,122,Abnormal
525,10,1,15,63,0,0,0,122,Abnormal
519,10,1,15,57,0,0,0,122,Abnormal
539,10,1,15,77,0,0,0,122,Abnormal
645,129,5,36,63,75,96,23,122,Abnormal
717,129,5,36,63,75,96,23,122,Abnormal
659,143,5,63,63,64,112,21,122,Abnormal
731,143,5,63,63,64,112,21,122,Abnormal
600,84,5,23,63,52,60,14,122,Abnormal
671,84,5,23,63,52,60,14,122,Abnormal
594,78,5,22,63,48,55,13,122,Abnormal
665,78,5,22,63,48,55,13,122,Abnormal
595,75,5,17,67,52,54,11,122,Abnormal
666,75,5,17,67,52,54,11,122,Abnormal
596,76,5,17,67,54,56,10,122,Abnormal
667,76,5,17,67,54,56,10,122,Abnormal
592,67,1,37,72,19,41,16,122,Abnormal
663,67,1,37,72,19,41,16,122,Abnormal
540,15,1,16,72,3,4,1,122,Abnormal
610,15,1,16,72,3,4,1,122,Abnormal
538,10,1,15,76,0,0,0,122,Abnormal
546,10,1,15,84,0,0,0,122,Abnormal
615,99,1,42,63,51,78,11,122,Abnormal
686,99,1,42,63,51,78,11,122,Abnormal
560,44,1,15,63,32,32,2,122,Abnormal
631,44,1,15,63,32,32,2,122,Abnormal
533,10,1,15,71,0,0,0,122,Abnormal
566,51,3,21,62,29,35,6,122,Abnormal
637,51,3,21,62,29,35,6,122,Abnormal
503,10,1,15,41,0,0,0,122,Abnormal
527,10,1,15,65,0,0,0,122,Abnormal
781,263,13,55,65,175,215,38,122,Abnormal
853,263,13,55,65,175,215,38,122,Abnormal
789,271,13,53,65,187,225,36,122,Abnormal
861,271,13,53,65,187,225,36,122,Abnormal
544,28,1,16,63,15,16,2,122,Abnormal
615,28,1,16,63,15,16,2,122,Abnormal
539,10,1,15,77,0,0,0,122,Abnormal
510,10,1,15,48,0,0,0,122,Abnormal
534,10,1,15,72,0,0,0,122,Abnormal
526,10,1,15,64,0,0,0,122,Abnormal
863,346,13,93,64,199,277,59,122,Abnormal
935,346,13,93,64,199,277,59,122,Abnormal
785,268,13,52,64,186,223,35,122,Abnormal
857,268,13,52,64,186,223,35,122,Abnormal
786,269,13,53,64,186,224,35,122,Abnormal
858,269,13,53,64,186,224,35,122,Abnormal
539,10,1,15,77,0,0,0,122,Abnormal
526,10,1,15,64,0,0,0,122,Abnormal
525,10,1,15,63,0,0,0,122,Abnormal
534,10,1,15,72,0,0,0,122,Abnormal
615,99,5,25,63,64,74,15,122,Abnormal
686,99,5,25,63,64,74,15,122,Abnormal
589,73,5,26,63,39,50,13,122,Abnormal
660,73,5,26,63,39,50,13,122,Abnormal
600,84,5,23,63,52,60,14,122,Abnormal
671,84,5,23,63,52,60,14,122,Abnormal
599,83,5,23,63,52,60,13,122,Abnormal
670,83,5,23,63,52,60,13,122,Abnormal
543,10,1,15,81,0,0,0,122,Abnormal
593,73,5,21,67,47,53,10,122,Abnormal
664,73,5,21,67,47,53,10,122,Abnormal
1102,577,1,408,72,62,455,112,122,Abnormal
1174,577,1,408,72,62,455,112,122,Abnormal
540,15,1,16,72,3,4,1,122,Abnormal
610,15,1,16,72,3,4,1,122,Abnormal
526,10,1,15,64,0,0,0,122,Abnormal
568,52,1,18,63,35,38,4,122,Abnormal
639,52,1,18,63,35,38,4,122,Abnormal
560,44,1,15,63,32,32,2,122,Abnormal
631,44,1,15,63,32,32,2,122,Abnormal
548,10,1,15,86,0,0,0,122,Abnormal
607,92,3,31,62,47,63,19,122,Abnormal
678,92,3,31,62,47,63,19,122,Abnormal
571,56,3,21,62,32,38,8,122,Abnormal
642,56,3,21,62,32,38,8,122,Abnormal
569,54,3,20,62,32,37,7,122,Abnormal
640,54,3,20,62,32,37,7,122,Abnormal
528,10,1,15,66,0,0,0,122,Abnormal
773,255,13,49,65,177,211,34,122,Abnormal
845,255,13,49,65,177,211,34,122,Abnormal
781,263,13,49,65,183,217,36,122,Abnormal
853,263,13,49,65,183,217,36,122,Abnormal
771,253,13,48,65,177,210,33,122,Abnormal
843,253,13,48,65,177,210,33,122,Abnormal
544,28,1,16,63,15,16,2,122,Abnormal
615,28,1,16,63,15,16,2,122,Abnormal
539,10,1,15,77,0,0,0,122,Abnormal
846,329,13,86,64,205,276,43,122,Abnormal
918,329,13,86,64,205,276,43,122,Abnormal
790,273,13,56,64,184,225,38,122,Abnormal
862,273,13,56,64,184,225,38,122,Abnormal
791,274,13,57,64,184,226,38,122,Abnormal
863,274,13,57,64,184,226,38,122,Abnormal
518,10,1,15,56,0,0,0,122,Abnormal
541,10,1,15,79,0,0,0,122,Abnormal
520,10,1,15,58,0,0,0,122,Abnormal
507,10,1,15,45,0,0,0,122,Abnormal
516,10,1,15,54,0,0,0,122,Abnormal
499,10,1,15,37,0,0,0,122,Abnormal
520,10,1,15,58,0,0,0,122,Abnormal
600,84,5,23,63,52,60,14,122,Abnormal
671,84,5,23,63,52,60,14,122,Abnormal
598,82,5,22,63,52,59,13,122,Abnormal
669,82,5,22,63,52,59,13,122,Abnormal
607,87,5,19,67,60,64,13,122,Abnormal
678,87,5,19,67,60,64,13,122,Abnormal
585,65,5,20,67,40,45,10,122,Abnormal
656,65,5,20,67,40,45,10,122,Abnormal
596,76,5,21,67,48,54,12,122,Abnormal
667,76,5,21,67,48,54,12,122,Abnormal
541,16,1,16,72,3,4,2,122,Abnormal
611,16,1,16,72,3,4,2,122,Abnormal
540,15,1,16,72,3,4,1,122,Abnormal
610,15,1,16,72,3,4,1,122,Abnormal
518,10,1,15,56,0,0,0,122,Abnormal
536,10,1,15,74,0,0,0,122,Abnormal
575,59,1,22,63,36,43,6,122,Abnormal
646,59,1,22,63,36,43,6,122,Abnormal
538,22,1,16,63,9,10,2,122,Abnormal
609,22,1,16,63,9,10,2,122,Abnormal
560,44,1,15,63,32,32,2,122,Abnormal
631,44,1,15,63,32,32,2,122,Abnormal
571,56,3,21,62,32,38,8,122,Abnormal
642,56,3,21,62,32,38,8,122,Abnormal
569,54,3,20,62,32,37,7,122,Abnormal
640,54,3,20,62,32,37,7,122,Abnormal
520,10,1,15,58,0,0,0,122,Abnormal
508,10,1,15,46,0,0,0,122,Abnormal
796,278,13,53,65,193,231,37,122,Abnormal
868,278,13,53,65,193,231,37,122,Abnormal
793,275,13,54,65,191,230,35,122,Abnormal
865,275,13,54,65,191,230,35,122,Abnormal
528,10,1,15,66,0,0,0,122,Abnormal
609,93,1,43,63,44,72,11,122,Abnormal
680,93,1,43,63,44,72,11,122,Abnormal
544,28,1,16,63,15,16,2,122,Abnormal
615,28,1,16,63,15,16,2,122,Abnormal
515,10,1,15,53,0,0,0,122,Abnormal
540,10,1,15,78,0,0,0,122,Abnormal
533,10,1,15,71,0,0,0,122,Abnormal
974,457,13,86,64,312,383,64,122,Abnormal
1046,457,13,86,64,312,383,64,122,Abnormal
805,288,13,57,64,199,241,37,122,Abnormal
877,288,13,57,64,199,241,37,122,Abnormal
519,10,1,15,57,0,0,0,122,Abnormal
525,10,1,15,63,0,0,0,122,Abnormal
546,10,1,15,84,0,0,0,122,Abnormal
539,10,1,15,77,0,0,0,122,Abnormal
510,10,1,15,48,0,0,0,122,Abnormal
528,10,1,15,66,0,0,0,122,Abnormal
516,10,1,15,54,0,0,0,122,Abnormal
671,155,5,56,63,70,111,34,122,Abnormal
743,155,5,56,63,70,111,34,122,Abnormal
600,84,5,23,63,52,60,14,122,Abnormal
671,84,5,23,63,52,60,14,122,Abnormal
598,82,5,22,63,52,59,13,122,Abnormal
669,82,5,22,63,52,59,13,122,Abnormal
530,10,1,15,68,0,0,0,122,Abnormal
609,89,5,28,67,50,63,16,122,Abnormal
680,89,5,28,67,50,63,16,122,Abnormal
589,69,5,18,67,46,49,10,122,Abnormal
660,69,5,18,67,46,49,10,122,Abnormal
588,68,5,17,67,47,49,9,122,Abnormal
659,68,5,17,67,47,49,9,122,Abnormal
547,10,1,15,85,0,0,0,122,Abnormal
522,10,1,15,60,0,0,0,122,Abnormal
548,23,1,19,72,6,10,3,122,Abnormal
